id_x,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,date_index,index,id_y,release_date,movie,production_budget,domestic_gross,worldwide_gross
267,"A serial dater afflicted with a lifelong curse of loneliness attempts to win the love of a clumsy but beautiful penguin expert in the one romantic comedy that proves true love never comes easy. As a ten-year-old boy, Charlie (Dane Cook), breaks the cardinal rule of spin-the-bottle by refusing to kiss a demented goth girl. Crushed by the disheartening snub and determined to ensure that Charlie never finds true love, the vengeful brooder places a hex on the cowardly rule breaker that follows him well into his adult life. Flash-forward 20 years, and Charlie is a successful dentist who just can't seem to maintain a stable relationship. Sure he's had his fair share of one-night stands, but these days Charlie is just looking to find a nice girl he can settle down with. One day, while attending an ex-girlfriend's wedding, Charlie realizes that every girl he has ever dated has proceeded to find true love with the very next man they've met. When word gets out that Charlie is something of a lucky charm for women looking to tie the knot, every women within a 100-mile radius comes calling for a one-night stand; and while taking a bevy of beauties to bed is fun for the time being, it doesn't take long for Charlie to realize just how empty sex can be without true love. Upon meeting hard-to-get aquatic bird specialist Cam (Jessica Alba), Charlie begins to suspect that he has found the woman of his dreams. Cam is the kind of woman whom Charlie would be happy to grow old with, but what will come of their relationship if Charlie and Cam sleep together? Now, in order to ensure that Cam doesn't end up with the next guy she meets, Charlie will finally attempt to break the curse that has plagued him since childhood. Perhaps with a little help from smooth-talking ladies' man and sympathetic best friend Stu (Dan Fogler), Charlie will finally be able to experience true happiness.",R,Comedy,Mark Helfrich,Josh Stolberg,"Sep 21, 2007","Jan 15, 2008",$,"35,000,629",101.0,Lionsgate Films,2007-09-21,2007-09-21,25,"Sep 21, 2007",Sydney White,16500000,11892415,13636339
269,"Science fiction blends with domestic horror in this thriller. Spencer Armacost (Johnny Depp) is an astronaut on a routine mission in space when something goes horribly wrong and it looks as if he's doomed. However, Spencer is rescued at the last moment and returns to earth a hero. He soon announces that he's retiring from space exploration to spend more time with his wife Jillian (Charlize Theron). Jillian has suffered from depression in the past and would like to start a family, so she's initially thrilled with Spencer's decision. Jillian soon finds herself pregnant, but she starts to notice something odd about her husband, as if the man who returned isn't quite the same person who went away. As her pregnancy advances, Jillian's anxieties increase, but has something really happened to Spencer, or have Jillian's old demons merely resurfaced? The Astronaut's Wife marked the directorial debut of Rand Ravich, who previously penned screenplays for such films as The Maker and Candyman: Farewell to the Flesh.",R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999","Feb 8, 2000",,,110.0,New Line Home Entertainment,1999-08-27,1999-08-27,82,"Aug 27, 1999",The 13th Warrior,125000000,32698899,61698899
269,"Science fiction blends with domestic horror in this thriller. Spencer Armacost (Johnny Depp) is an astronaut on a routine mission in space when something goes horribly wrong and it looks as if he's doomed. However, Spencer is rescued at the last moment and returns to earth a hero. He soon announces that he's retiring from space exploration to spend more time with his wife Jillian (Charlize Theron). Jillian has suffered from depression in the past and would like to start a family, so she's initially thrilled with Spencer's decision. Jillian soon finds herself pregnant, but she starts to notice something odd about her husband, as if the man who returned isn't quite the same person who went away. As her pregnancy advances, Jillian's anxieties increase, but has something really happened to Spencer, or have Jillian's old demons merely resurfaced? The Astronaut's Wife marked the directorial debut of Rand Ravich, who previously penned screenplays for such films as The Maker and Candyman: Farewell to the Flesh.",R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999","Feb 8, 2000",,,110.0,New Line Home Entertainment,1999-08-27,1999-08-27,66,"Aug 27, 1999",The Astronaut's Wife,34000000,10672566,10672566
269,"Science fiction blends with domestic horror in this thriller. Spencer Armacost (Johnny Depp) is an astronaut on a routine mission in space when something goes horribly wrong and it looks as if he's doomed. However, Spencer is rescued at the last moment and returns to earth a hero. He soon announces that he's retiring from space exploration to spend more time with his wife Jillian (Charlize Theron). Jillian has suffered from depression in the past and would like to start a family, so she's initially thrilled with Spencer's decision. Jillian soon finds herself pregnant, but she starts to notice something odd about her husband, as if the man who returned isn't quite the same person who went away. As her pregnancy advances, Jillian's anxieties increase, but has something really happened to Spencer, or have Jillian's old demons merely resurfaced? The Astronaut's Wife marked the directorial debut of Rand Ravich, who previously penned screenplays for such films as The Maker and Candyman: Farewell to the Flesh.",R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999","Feb 8, 2000",,,110.0,New Line Home Entertainment,1999-08-27,1999-08-27,43,"Aug 27, 1999",Dudley Do-Right,22000000,9818792,9818792
269,"Science fiction blends with domestic horror in this thriller. Spencer Armacost (Johnny Depp) is an astronaut on a routine mission in space when something goes horribly wrong and it looks as if he's doomed. However, Spencer is rescued at the last moment and returns to earth a hero. He soon announces that he's retiring from space exploration to spend more time with his wife Jillian (Charlize Theron). Jillian has suffered from depression in the past and would like to start a family, so she's initially thrilled with Spencer's decision. Jillian soon finds herself pregnant, but she starts to notice something odd about her husband, as if the man who returned isn't quite the same person who went away. As her pregnancy advances, Jillian's anxieties increase, but has something really happened to Spencer, or have Jillian's old demons merely resurfaced? The Astronaut's Wife marked the directorial debut of Rand Ravich, who previously penned screenplays for such films as The Maker and Candyman: Farewell to the Flesh.",R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999","Feb 8, 2000",,,110.0,New Line Home Entertainment,1999-08-27,1999-08-27,94,"Aug 27, 1999",The Muse,15000000,11614954,11614954
269,"Science fiction blends with domestic horror in this thriller. Spencer Armacost (Johnny Depp) is an astronaut on a routine mission in space when something goes horribly wrong and it looks as if he's doomed. However, Spencer is rescued at the last moment and returns to earth a hero. He soon announces that he's retiring from space exploration to spend more time with his wife Jillian (Charlize Theron). Jillian has suffered from depression in the past and would like to start a family, so she's initially thrilled with Spencer's decision. Jillian soon finds herself pregnant, but she starts to notice something odd about her husband, as if the man who returned isn't quite the same person who went away. As her pregnancy advances, Jillian's anxieties increase, but has something really happened to Spencer, or have Jillian's old demons merely resurfaced? The Astronaut's Wife marked the directorial debut of Rand Ravich, who previously penned screenplays for such films as The Maker and Candyman: Farewell to the Flesh.",R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999","Feb 8, 2000",,,110.0,New Line Home Entertainment,1999-08-27,1999-08-27,39,"Aug 27, 1999",A Dog of Flanders,7000000,2165637,2165637
269,"Science fiction blends with domestic horror in this thriller. Spencer Armacost (Johnny Depp) is an astronaut on a routine mission in space when something goes horribly wrong and it looks as if he's doomed. However, Spencer is rescued at the last moment and returns to earth a hero. He soon announces that he's retiring from space exploration to spend more time with his wife Jillian (Charlize Theron). Jillian has suffered from depression in the past and would like to start a family, so she's initially thrilled with Spencer's decision. Jillian soon finds herself pregnant, but she starts to notice something odd about her husband, as if the man who returned isn't quite the same person who went away. As her pregnancy advances, Jillian's anxieties increase, but has something really happened to Spencer, or have Jillian's old demons merely resurfaced? The Astronaut's Wife marked the directorial debut of Rand Ravich, who previously penned screenplays for such films as The Maker and Candyman: Farewell to the Flesh.",R,Horror|Mystery and Suspense|Science Fiction and Fantasy,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999","Feb 8, 2000",,,110.0,New Line Home Entertainment,1999-08-27,1999-08-27,5,"Aug 27, 1999",Stiff Upper Lips,5700000,69582,69582
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Action and Adventure|Drama|Western,,,"Jan 29, 2016","Apr 26, 2016",$,"976,847",97.0,,2016-01-29,2016-01-29,11,"Jan 29, 2016",Kung Fu Panda 3,140000000,143528619,517599142
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Action and Adventure|Drama|Western,,,"Jan 29, 2016","Apr 26, 2016",$,"976,847",97.0,,2016-01-29,2016-01-29,36,"Jan 29, 2016",The Finest Hours,70000000,27569558,49252761
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Action and Adventure|Drama|Western,,,"Jan 29, 2016","Apr 26, 2016",$,"976,847",97.0,,2016-01-29,2016-01-29,12,"Jan 29, 2016",Jane Got a Gun,25000000,1513793,3771345
274,"Natalie Portman stars in this western concerning a woman who has to defend her home against a group of outlaws. Gavin O'Connor handles directing duties, with Ewan McGregor and Joel Edgerton co-starring.",R,Action and Adventure|Drama|Western,,,"Jan 29, 2016","Apr 26, 2016",$,"976,847",97.0,,2016-01-29,2016-01-29,15,"Jan 29, 2016",Fifty Shades of Black,5000000,11686940,22113075
276,"Carl Reiner directs Steve Martin (who co-wrote the script with Carl Gottlieb) in this gag-laden comedy about an idiotic white man, raised by a poor family of black sharecroppers, who doesn't realize he's not black. Navin R. Johnson (Steve Martin) is told the horrible truth when he finds himself instinctively tapping his feet to an easy listening tune on the radio, instead of a low-down blues. His mother (Mabel King) tells him he's white and Navin takes to the road (in a World War II bomber helmet and goggles) to start a new life in St. Louis. A filling station owner, Harry Hartounian (Jackie Mason), give Navin his first break, hiring him to pump gas. One day at the station, Navin has a brainstorm, concocting an invention called ""The Opti-grab,"" a combination handle and nose-brace for eyeglasses. But Navin runs into trouble when a crazed killer (M. Emmet Walsh) picks out his name at random from the telephone book and tries to kill him. Navin escapes to a traveling carnival, where he wrangles a job as the ""guess-your-weight"" man. At the carnival, he discovers his sexual nature, thanks to stunt rider and S&amp;M; enthusiast Patty Bernstein (Catlin Adams). But Navin meets the beautiful Marie (Bernadette Peters) and he quickly falls in love. In the meantime, the ""Opti-grab"" has taken off and soon Navin is a millionaire.",R,Comedy,Carl Reiner,Steve Martin|Carl Gottlieb|Michael Elias,"Dec 14, 1979","Jul 26, 2005",,,99.0,,1979-12-14,1979-12-14,4,"Dec 14, 1979",1941,32000000,34175000,94875000
279,"After winning a cult following for several offbeat and darkly witty gore films, New Zealand director Peter Jackson abruptly shifted gears with this stylish, compelling, and ultimately disturbing tale of two teenage girls whose friendship begins to fuel an ultimately fatal obsession. Pauline (Melanie Lynskey) is a student in New Zealand who doesn't much care for her family or her classmates; she's a bit overweight and not especially gracious, but she quickly makes friends with Juliet (Kate Winslet), a pretty girl whose wealthy parents have relocated from England. Pauline and Juliet find they share the same tastes in art, literature, and music (especially the vocal stylings of Mario Lanza), and together they begin to construct an elaborate fantasy world named Borovnia, which exists first in stories and then in models made of clay. The more Pauline and Juliet dream of Borovnia, the more the two find themselves retreating into this fantastical world of art, adventure, and Gothic romance as they slowly drift away from reality. The girls' parents decide that perhaps they're spending too much time together, and try to bring them back into the real world, but this only feeds their continued obsession with Borovnia (and each other) and leads to a desperate and violent bid for freedom. Featuring excellent performances (especially by Kate Winslet) and imaginative production design and special effects, Heavenly Creatures skillfully allows the audience to see Pauline and Juliet both from their own fantastic perspective and how they seem to the rest of the world. Remarkably enough, Heavenly Creatures is based on a true story; in real life, Juliet grew up to become mystery novelist Anne Perry.",R,Drama|Science Fiction and Fantasy|Romance,Peter Jackson,Fran Walsh|Peter Jackson,"Nov 16, 1994","Sep 24, 2002",,,98.0,,1994-11-16,1994-11-16,48,"Nov 16, 1994",Heavenly Creatures,5000000,3046086,5438120
281,"Seth MacFarlane directs, produces, co-writes and plays the role of the cowardly sheep farmer Albert in A Million Ways to Die in the West. After Albert backs out of a gunfight, his fickle girlfriend leaves him for another man. When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love. But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test. Starring alongside MacFarlane are Oscar (R) winner Charlize Theron, Liam Neeson, Amanda Seyfried, Giovanni Ribisi, Sarah Silverman and Neil Patrick Harris. MacFarlane reunites many of the filmmakers behind Universal and MRC's hit film Ted including Scott Stuber (Bluegrass Films) and Jason Clark who produce, and Wellesley Wild and Alec Sulkin who co-wrote the script. (c)Universal",R,Comedy|Western,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"May 30, 2014","Oct 7, 2014",$,"37,331,031",116.0,Universal Pictures,2014-05-30,2014-05-30,84,"May 30, 2014",Maleficent,180000000,241407328,758536735
281,"Seth MacFarlane directs, produces, co-writes and plays the role of the cowardly sheep farmer Albert in A Million Ways to Die in the West. After Albert backs out of a gunfight, his fickle girlfriend leaves him for another man. When a mysterious and beautiful woman rides into town, she helps him find his courage and they begin to fall in love. But when her husband, a notorious outlaw, arrives seeking revenge, the farmer must put his newfound courage to the test. Starring alongside MacFarlane are Oscar (R) winner Charlize Theron, Liam Neeson, Amanda Seyfried, Giovanni Ribisi, Sarah Silverman and Neil Patrick Harris. MacFarlane reunites many of the filmmakers behind Universal and MRC's hit film Ted including Scott Stuber (Bluegrass Films) and Jason Clark who produce, and Wellesley Wild and Alec Sulkin who co-wrote the script. (c)Universal",R,Comedy|Western,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"May 30, 2014","Oct 7, 2014",$,"37,331,031",116.0,Universal Pictures,2014-05-30,2014-05-30,48,"May 30, 2014",A Million Ways to Die in The West,40000000,42720965,86778557
1295,"""Maleficent"" explores the untold story of Disney's most iconic villain from the classic ""Sleeping Beauty"" and the elements of her betrayal that ultimately turn her pure heart to stone. Driven by revenge and a fierce desire to protect the moors over which she presides, Maleficent cruelly places an irrevocable curse upon the human king's newborn infant Aurora. As the child grows, Aurora is caught in the middle of the seething conflict between the forest kingdom she has grown to love and the human kingdom that holds her legacy. Maleficent realizes that Aurora may hold the key to peace in the land and is forced to take drastic actions that will change both worlds forever. (c) Walt Disney Pictures",PG,Science Fiction and Fantasy,Robert Stromberg,Linda Woolverton,"May 30, 2014","Nov 4, 2014",$,"190,871,149",97.0,Walt Disney Pictures,2014-05-30,2014-05-30,84,"May 30, 2014",Maleficent,180000000,241407328,758536735
1295,"""Maleficent"" explores the untold story of Disney's most iconic villain from the classic ""Sleeping Beauty"" and the elements of her betrayal that ultimately turn her pure heart to stone. Driven by revenge and a fierce desire to protect the moors over which she presides, Maleficent cruelly places an irrevocable curse upon the human king's newborn infant Aurora. As the child grows, Aurora is caught in the middle of the seething conflict between the forest kingdom she has grown to love and the human kingdom that holds her legacy. Maleficent realizes that Aurora may hold the key to peace in the land and is forced to take drastic actions that will change both worlds forever. (c) Walt Disney Pictures",PG,Science Fiction and Fantasy,Robert Stromberg,Linda Woolverton,"May 30, 2014","Nov 4, 2014",$,"190,871,149",97.0,Walt Disney Pictures,2014-05-30,2014-05-30,48,"May 30, 2014",A Million Ways to Die in The West,40000000,42720965,86778557
283,"This pure-pulp thrill ride jumps between past and present as it pieces together the puzzle of a shocking crime. It's 1978 and a bank robbery gone wrong leaves Vivian (The Last Exorcism's Ashley Bell) the hostage of two criminals on the run. But things go from bad to off-the-rails berserk when she and her captors wind up on the sun-baked desert outpost of a deranged ex-military sniper (Pat Healy), who ensnares them in his deadly game of cat and mouse. Rising horror auteur Mickey Keating (Pod, Darling) directs this gritty, grisly homage to the glory days of grindhouse cinema.",NR,Mystery and Suspense,Mickey Keating,Mickey Keating,"Jul 1, 2016","Jul 1, 2016",,,81.0,,2016-07-01,2016-07-01,88,"Jul 1, 2016",The Legend of Tarzan,180000000,126643061,348902025
283,"This pure-pulp thrill ride jumps between past and present as it pieces together the puzzle of a shocking crime. It's 1978 and a bank robbery gone wrong leaves Vivian (The Last Exorcism's Ashley Bell) the hostage of two criminals on the run. But things go from bad to off-the-rails berserk when she and her captors wind up on the sun-baked desert outpost of a deranged ex-military sniper (Pat Healy), who ensnares them in his deadly game of cat and mouse. Rising horror auteur Mickey Keating (Pod, Darling) directs this gritty, grisly homage to the glory days of grindhouse cinema.",NR,Mystery and Suspense,Mickey Keating,Mickey Keating,"Jul 1, 2016","Jul 1, 2016",,,81.0,,2016-07-01,2016-07-01,17,"Jul 1, 2016",The BFG,140000000,55483770,199646680
283,"This pure-pulp thrill ride jumps between past and present as it pieces together the puzzle of a shocking crime. It's 1978 and a bank robbery gone wrong leaves Vivian (The Last Exorcism's Ashley Bell) the hostage of two criminals on the run. But things go from bad to off-the-rails berserk when she and her captors wind up on the sun-baked desert outpost of a deranged ex-military sniper (Pat Healy), who ensnares them in his deadly game of cat and mouse. Rising horror auteur Mickey Keating (Pod, Darling) directs this gritty, grisly homage to the glory days of grindhouse cinema.",NR,Mystery and Suspense,Mickey Keating,Mickey Keating,"Jul 1, 2016","Jul 1, 2016",,,81.0,,2016-07-01,2016-07-01,42,"Jul 1, 2016",The Purge: Election Year,10000000,79042440,118514727
285,"An all new feature film from the twisted minds of cult comedy heroes Tim Heidecker and Eric Wareheim (Tim and Eric Awesome Show, Great Job)",R,Comedy,Tim Heidecker|Eric Wareheim,Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim,"Mar 2, 2012","May 8, 2012",$,"145,778",94.0,Magnolia Pictures,2012-03-02,2012-03-02,63,"Mar 2, 2012",Doctor Seuss' The Lorax,67500000,214030500,350976753
285,"An all new feature film from the twisted minds of cult comedy heroes Tim Heidecker and Eric Wareheim (Tim and Eric Awesome Show, Great Job)",R,Comedy,Tim Heidecker|Eric Wareheim,Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim,"Mar 2, 2012","May 8, 2012",$,"145,778",94.0,Magnolia Pictures,2012-03-02,2012-03-02,58,"Mar 2, 2012",Project X,12000000,54731865,103028188
285,"An all new feature film from the twisted minds of cult comedy heroes Tim Heidecker and Eric Wareheim (Tim and Eric Awesome Show, Great Job)",R,Comedy,Tim Heidecker|Eric Wareheim,Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim,"Mar 2, 2012","May 8, 2012",$,"145,778",94.0,Magnolia Pictures,2012-03-02,2012-03-02,44,"Mar 2, 2012",Tim and Eric's Billion Dollar Movie,3000000,201436,223652
290,Get ready to go deeper undercover with Ricardo Tubbs (Jamie Foxx) and Sonny Crockett (Colin Farrell) in this Unrated Director's Edition that includes footage not seen in theaters,R,Action and Adventure|Drama,Michael Mann,Michael Mann,"Jul 28, 2006","Dec 5, 2006",$,"63,400,000",132.0,Universal Pictures,2006-07-28,2006-07-28,34,"Jul 28, 2006",Miami Vice,135000000,63478838,163818556
290,Get ready to go deeper undercover with Ricardo Tubbs (Jamie Foxx) and Sonny Crockett (Colin Farrell) in this Unrated Director's Edition that includes footage not seen in theaters,R,Action and Adventure|Drama,Michael Mann,Michael Mann,"Jul 28, 2006","Dec 5, 2006",$,"63,400,000",132.0,Universal Pictures,2006-07-28,2006-07-28,96,"Jul 28, 2006",The Ant Bully,45000000,28142535,49610898
290,Get ready to go deeper undercover with Ricardo Tubbs (Jamie Foxx) and Sonny Crockett (Colin Farrell) in this Unrated Director's Edition that includes footage not seen in theaters,R,Action and Adventure|Drama,Michael Mann,Michael Mann,"Jul 28, 2006","Dec 5, 2006",$,"63,400,000",132.0,Universal Pictures,2006-07-28,2006-07-28,99,"Jul 28, 2006",Scoop,4000000,10525717,40103262
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Action and Adventure|Drama,,,"Sep 1, 2006","Feb 20, 2007",$,"7,009,668",95.0,Sony Pictures Entertainment,2006-09-01,2006-09-01,75,"Sep 1, 2006",Crank,12000000,27838408,43924923
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Action and Adventure|Drama,,,"Sep 1, 2006","Feb 20, 2007",$,"7,009,668",95.0,Sony Pictures Entertainment,2006-09-01,2006-09-01,9,"Sep 1, 2006",Crossover,5600000,7009668,7009668
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Action and Adventure|Drama,,,"Sep 1, 2006","Feb 20, 2007",$,"7,009,668",95.0,Sony Pictures Entertainment,2006-09-01,2006-09-01,94,"Sep 1, 2006",Lage Raho Munna Bhai,2700000,2217561,31517561
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Action and Adventure|Drama,,,"Sep 1, 2006","Feb 20, 2007",$,"7,009,668",95.0,Sony Pictures Entertainment,2006-09-01,2006-09-01,55,"Sep 1, 2006",Idiocracy,2400000,444093,500296
299,"Director Preston A. Whitmore II brings the thrill of the street to the big screen with a fast-moving tale of underground basketball that proves no matter what team you play for, in the end it's all about how much game you've got. The stroke of midnight has sounded and the crowd has gathered; it's time for some basketball. Forget about the rules of the NBA, though, and throw those college credentials out the window because they don't mean a thing in this court. In a converted rail station, the only players who gain respect are the ones left standing when the clock hits zero, and the current champions have been standing way too tall for far too long. Now a new generation is ready to take over the top spot, and young hopefuls Tech (Anthony Mackie) and Cruise (Wesley Jonathan) are leading the charge. With everything on the line and the challenge of a lifetime before them, these too young street-ballers will be forced to out-dribble, out-shoot, and out-run their more experienced competitors in order to win the game and pave the way for the next crop of street smart shooters.",PG-13,Action and Adventure|Drama,,,"Sep 1, 2006","Feb 20, 2007",$,"7,009,668",95.0,Sony Pictures Entertainment,2006-09-01,2006-09-01,39,"Sep 1, 2006",Mutual Appreciation,30000,103509,103509
300,"Liz Gilbert had everything a modern woman is supposed to dream of having -- a husband, a house, a successful career -- yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.",PG-13,Drama,Ryan Murphy,Ryan Murphy|Jennifer Salt,"Aug 13, 2010","Nov 23, 2010",$,"80,574,010",133.0,Sony Pictures,2010-08-13,2010-08-13,22,"Aug 13, 2010",Scott Pilgrim vs. The World,85000000,31611316,48056764
300,"Liz Gilbert had everything a modern woman is supposed to dream of having -- a husband, a house, a successful career -- yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.",PG-13,Drama,Ryan Murphy,Ryan Murphy|Jennifer Salt,"Aug 13, 2010","Nov 23, 2010",$,"80,574,010",133.0,Sony Pictures,2010-08-13,2010-08-13,34,"Aug 13, 2010",The Expendables,82000000,103068524,268268174
300,"Liz Gilbert had everything a modern woman is supposed to dream of having -- a husband, a house, a successful career -- yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.",PG-13,Drama,Ryan Murphy,Ryan Murphy|Jennifer Salt,"Aug 13, 2010","Nov 23, 2010",$,"80,574,010",133.0,Sony Pictures,2010-08-13,2010-08-13,67,"Aug 13, 2010",Eat Pray Love,60000000,80574010,206598789
300,"Liz Gilbert had everything a modern woman is supposed to dream of having -- a husband, a house, a successful career -- yet like so many others, she found herself lost, confused, and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy; the power of prayer in India, and, finally and unexpectedly, the inner peace and balance of true love in Bali.",PG-13,Drama,Ryan Murphy,Ryan Murphy|Jennifer Salt,"Aug 13, 2010","Nov 23, 2010",$,"80,574,010",133.0,Sony Pictures,2010-08-13,2010-08-13,71,"Aug 13, 2010",Animal Kingdom,4200000,1044039,8078683
725,"The first feature film from Palestine by a female director, Salt of this Sea is the politically and emotionally explosive story of Soraya (Suheir Hammad), a Brooklyn-born woman of Palestinian lineage who comes to Israel to search for the land and ancestral home near Jaffa from where her grandparents were ejected 60 years ago. Once she arrives, reality strikes hard and her mission to claim what is hers and fulfill her lifelong dream to ""return"" to Palestine is obstructed at every turn. Having discovered that her grandfather's bank account was frozen and seized in 1948, she goes to the new Ramallah branch of the bank to claim the funds. Frustrated and deluded when her demands are rebuffed, she and her new Palestinian boyfriend Emad decide to take control of their own destinies by every means possible - even if it means breaking the law. -- (C) Lorber",NR,Drama|Romance,Annemarie Jacir,Annemarie Jacir,"Aug 13, 2010","Jun 7, 2011",,,105.0,Lorber Films,2010-08-13,2010-08-13,22,"Aug 13, 2010",Scott Pilgrim vs. The World,85000000,31611316,48056764
